Date,Close
7/30/2018,6027.94
7/31/2018,5936.44
8/1/2018,6033.42
8/2/2018,6011.72
8/3/2018,6007.54
8/6/2018,6101.13
8/7/2018,6091.25
8/8/2018,6094.83
8/9/2018,6065.26
8/10/2018,6077.17
8/13/2018,5861.25
8/14/2018,5769.87
8/15/2018,5816.59
8/16/2018,5783.8
8/20/2018,5892.19
8/21/2018,5944.3
8/23/2018,5982.98
8/24/2018,5968.75
8/27/2018,6025.97
8/28/2018,6042.65
8/29/2018,6065.15
8/30/2018,6018.96
8/31/2018,6018.46
9/3/2018,5967.58
9/4/2018,5905.3
9/5/2018,5683.5
9/6/2018,5776.1
9/7/2018,5851.46
9/10/2018,5831.12
9/12/2018,5798.15
9/13/2018,5858.27
9/14/2018,5931.28
9/17/2018,5824.26
9/18/2018,5811.79
9/19/2018,5873.6
9/20/2018,5931.27
9/21/2018,5957.74
9/24/2018,5882.22
9/25/2018,5874.3
9/26/2018,5873.27
9/27/2018,5929.22
9/28/2018,5976.55
10/1/2018,5944.6
10/2/2018,5875.62
10/3/2018,5867.74
10/4/2018,5756.62
10/5/2018,5731.94
10/8/2018,5761.07
10/9/2018,5796.79
10/10/2018,5820.67
10/11/2018,5702.82
10/12/2018,5756.49
10/15/2018,5727.26
10/16/2018,5800.82
10/17/2018,5868.62
10/18/2018,5845.24
10/19/2018,5837.29
10/22/2018,5840.44
10/23/2018,5797.89
10/24/2018,5709.42
10/25/2018,5754.96
10/26/2018,5784.92
10/29/2018,5754.61
10/30/2018,5789.1
10/31/2018,5831.65
11/1/2018,5835.92
11/2/2018,5906.29
11/5/2018,5920.59
11/6/2018,5923.93
11/7/2018,5939.89
11/8/2018,5976.81
11/9/2018,5874.15
11/12/2018,5777.05
11/13/2018,5835.2
11/14/2018,5858.29
11/15/2018,5955.74
11/16/2018,6012.35
11/19/2018,6005.3
11/21/2018,5948.05
11/22/2018,5990.81
11/23/2018,6006.2
11/26/2018,6022.78
11/27/2018,6013.59
11/28/2018,5991.25
11/29/2018,6107.17
11/30/2018,6056.12
12/3/2018,6118.32
12/4/2018,6152.86
12/5/2018,6133.12
12/6/2018,6115.49
12/7/2018,6126.36
12/10/2018,6111.36
